DATASET,DATASET,DATASET,DATASET,DATASET,RESOURCE,RESOURCE,RESOURCE
Group (Topics),Organization,Tags (comma-separated),Dataset Name,Dataset Description,Resource Name,Resource Description,Resource URL
Data Bancaria,Superintendencia de Bancos,"csv, feci, data bancaria",Reportes de FECI,Incluye todos los reportes del FECI en formato csv entre los años 2002 hasta 2016.,FECI 2013,Reporte del FECI para el 2013,http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/FECI/FECI%202013.csv
Data Bancaria,Superintendencia de Bancos,"csv, feci, data bancaria",Reportes de FECI,Incluye todos los reportes del FECI en formato csv entre los años 2002 hasta 2016.,FECI 2014,Reporte del FECI para el 2014,http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/FECI/FECI%202014.csv
Data Bancaria,Superintendencia de Bancos,"csv, feci, data bancaria",Reportes de FECI,Incluye todos los reportes del FECI en formato csv entre los años 2002 hasta 2016.,FECI 2015,Reporte del FECI para el 2015,http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/FECI/FECI%202015.csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2010,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2010.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202010).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2011,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2011.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202011).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2012,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2012.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202012).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2013,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2013.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202013).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2014,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2014.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202014).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2015,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2015.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202015).csv
Data Bancaria,Superintendencia de Bancos,"csv, centro bancario internacional, estados financieros, data bancaria",Balances de Situación del Centro Bancario Internacional,Incluye los balances de la situación financiera del Centro Bancario Internacional para el cierre de los años entre 2010 y 2016.,Balance de Situación del Centro Bancario Internacional para 2016,"Balance de situación financiera para el Centro Bancario Internacional, a diciembre de 2016.",http://tabulario.s3.amazonaws.com/Data/Superintendencia%20de%20Bancos%20de%20Panam%C3%A1/Estad%C3%ADstica/Balance%20de%20Situaci%C3%B3n%20del%20Centro%20Bancario%20Internacional%20(Diciembre%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Abril 2016),Viaticos del MEF para Abril 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Abril%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Agosto 2016),Viaticos del MEF para Agosto 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Agosto%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Diciembre 2016),Viaticos del MEF para Diciembre 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Diciembre%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Enero 2016),Viaticos del MEF para Enero 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Enero%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Enero 2017),Viaticos del MEF para Enero 2017,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Enero%202017).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Febrero 2016),Viaticos del MEF para Febrero 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Febrero%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Febrero 2017),Viaticos del MEF para Feberero 2017,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Febrero%202017).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Julio 2016),Viaticos del MEF para Julio 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Julio%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Junio 2016),Viaticos del MEF para Junio 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Junio%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Marzo 2016),Viaticos del MEF para Marzo 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Marzo%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Marzo 2017),Viaticos del MEF para Marzo 2017,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Marzo%202017).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Mayo 2016),Viaticos del MEF para Mayo 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Mayo%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Noviembre 2016),Viaticos del MEF para Noviember 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Noviembre%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Octubre 2016),Viaticos del MEF para Octubre 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Octubre%202016).csv
Planilla,Ministerio de Economía y Finanzas (MEF),"csv, viaticos, planilla",Viáticos del MEF,Incluye listados anuales de viáticos pagados a funcionarios del Ministerio de Economía y Finanzas para 2016 y 2017.,Viáticos del MEF (Septiembre 2016),Viaticos del MEF para Septiembre 2016,http://tabulario.s3.amazonaws.com/Data/MEF/Institucionales/Vi%C3%A1ticos/Vi%C3%A1ticos%20del%20MEF%20(Septiembre%202016).csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a diciembre 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaAltaMasBaja_122016-tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a septiembre de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaB_092016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a junio de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_062016-2%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a julio de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_072016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a agosto de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_082016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a septiembre de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_092016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a octubre de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_102016-tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica a noviembre de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasAltaMasBaja_112016-tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica para San Miguelito para julio de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasBajaPanSanMig_072016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica para San Miguelito para agosto de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasBajaPanSanMig_082016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte de la Canasta Básica para San Miguelito para septiembre de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CanastaMasBajaPanSanMig_092016%20tabla.csv
Mercado Nacional,Autoridad de Defensa del Consumidor (ACODECO),"csv, canasta básica, mercado nacional",Canasta Básica,Incluye reportes de la Canasta Básica para 2016.,Reporte del Costo de la Canasta Básica para agosto de 2016,,http://tabulario.s3.amazonaws.com/Data/ACODECO/Canasta%20B%C3%A1scia%20CSVs/ACODECO_CostoCanastaB_082016%20tabla.csv
Presupuestos,Asamblea Nacional,ejecucion presupuestaria,Ejecución Presupuestaria,Incluye reportes de ejecución presupuestaria para la Asamblea para 2017.,Ejecución Presupuestaria de la Asamblea Nacional para enero de 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Ejecuci%C3%B3n%20Presupuestaria%2C%20a%20enero%202017.pdf
Presupuestos,Asamblea Nacional,ejecucion presupuestaria,Ejecución Presupuestaria,Incluye reportes de ejecución presupuestaria para la Asamblea para 2017.,Ejecución Presupuestaria de la Asamblea Nacional para febrero de 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Ejecuci%C3%B3n%20Presupuestaria%2C%20a%20febrero%202017.pdf
Presupuestos,Asamblea Nacional,ejecucion presupuestaria,Ejecución Presupuestaria,Incluye reportes de ejecución presupuestaria para la Asamblea para 2017.,Ejecución Presupuestaria de la Asamblea Nacional para marzo de 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Ejecuci%C3%B3n%20Presupuestaria%2C%20a%20marzo%202017.pdf
Presupuestos,Asamblea Nacional,planilla,Planilla,Incluye información de planilla para la Asamblea para 2016 y 2017.,Gastos de Representación de la Asamblea Nacional para marzo 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Gastos%20de%20Representaci%C3%B3n%2C%20a%20marzo%202017.pdf
Presupuestos,Asamblea Nacional,planilla,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Viajes de los diputados para enero 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Viajes%20de%20la%20Asamblea%20(Enero%202017).pdf
Presupuestos,Asamblea Nacional,planilla,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Viajes de los diputados para febrero 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Viajes%20de%20la%20Asamblea%20(Febrero%202017).pdf
Presupuestos,Asamblea Nacional,planilla,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Viajes de los diputados para marzo 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Viajes%20de%20la%20Asamblea%20(Marzo%202017).pdf
Presupuestos,Asamblea Nacional,planilla,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Viajes de los diputados para 2015,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Viajes%20y%20Vi%C3%A1ticos%20al%20Extranjero%2C%202015.pdf
Presupuestos,Asamblea Nacional,planilla,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Viajes de los diputados para 2016,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Ejecuci%C3%B3n%20Presupuestaria/Viajes%20y%20Vi%C3%A1ticos%20al%20Extranjero%2C%202016.pdf
Legislación,Asamblea Nacional,leyes,Estadística de Leyes,Incluye información de la producción legal de la Asamblea.,Leyes aprobadas por año,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Institucionales/Cantidad%20de%20Leyes%20Aprobadas%2C%20por%20a%C3%B1o.csv
Planilla,Asamblea Nacional,diputados,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,"Listado de Diputados con contacto, a 2017",,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Institucionales/Listado%20de%20Diputados%2C%20a%202017.csv
Planilla,Asamblea Nacional,diputados,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,"Listado de Diputados con contacto, a 2017",,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Institucionales/Listado%20de%20Diputados%2C%20a%202017.numbers
Planilla,Asamblea Nacional,organigramas,Diputados,Incluye información de los diputados y sus gastos para la Asamblea para 2016 y 2017.,Organigrama del Órgano Legislativo,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Institucionales/Organigrama%20del%20%C3%93rgano%20Legislativo.pdf
Funcionamiento del Estado,Asamblea Nacional,reportes de estadística,Estadística de Leyes,Incluye información de la producción legal de la Asamblea.,Resumen Estadístico de la Asamblea Nacional a abril de 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Institucionales/Resumen%20Estad%C3%ADstico%2C%20a%20abril%202017.pdf
Planilla,Asamblea Nacional,planilla,Planilla,Incluye información de planilla para la Asamblea para 2016 y 2017.,Planilla de la Asamblea Nacional a marzo de 2017,,http://tabulario.s3.amazonaws.com/Data/Asamblea%20Nacional/Planilla/Planilla%2C%20a%20marzo%202017.pdf
Asistencia Social,Ministerio de Desarrollo Social (MIDES),"asistencia social, subsidios",Padrino Empresario,Incluye información sobre el programa de Padrino Empresario.,Actividades del Programa Padrino Empresario a abril de 2017,,http://tabulario.s3.amazonaws.com/Data/MIDES/Padrino%20Empresario/Actividades%20del%20Programa%20Padrino%20Empresario%20(Abril%202017).csv
Asistencia Social,Ministerio de Desarrollo Social (MIDES),"asistencia social, subsidios",Padrino Empresario,Incluye información sobre el programa de Padrino Empresario.,Bonos Recibidos y Becas Otorgadas del Programa Padrino Empresario a marzo 2017,,http://tabulario.s3.amazonaws.com/Data/MIDES/Padrino%20Empresario/Bonos%20Recibidos%20y%20Becas%20Otorgadas%20del%20Programa%20Padrino%20Empresario%20(Marzo%202017).csv
Asistencia Social,Ministerio de Desarrollo Social (MIDES),"asistencia social, subsidios",Padrino Empresario,Incluye información sobre el programa de Padrino Empresario.,Empresas Participantes en el Programa Padrino Empresario a abril 2017,,http://tabulario.s3.amazonaws.com/Data/MIDES/Padrino%20Empresario/Empresas%20Participantes%20en%20el%20Programa%20Padrino%20Empresario%20(Abril%202017).csv
Presupuestos,Ministerio de Gobierno (MINGOB),ejecucion presupuestaria,Ejecución Presupuestaria,Incluye reportes de ejecución presupuestaria para del Ministerio de Gobierno y Justicia.,Informe de Ejecución del MINGOB a diciembre 2016,,http://tabulario.s3.amazonaws.com/Data/MINGOB/Informe%20de%20Ejecuci%C3%B3n%20del%20MINGOB%20(Diciembre%202016).pdf
Mercado Extranjero,Ministerio de Comercio e Industrias,"csv, balance comercial, comercio",Importación y Exportación,Incluye datos sobre la importación y exportación de la Nación.,Balance Comercial por Continente,,http://tabulario.s3.amazonaws.com/Data/Ministerio%20de%20Comercio%20e%20Industrias/Data%20Comercial/Balance%20Comercial%20por%20Continente-Table%201.csv
Mercado Extranjero,Ministerio de Comercio e Industrias,"csv, exportaciones, comercio",Importación y Exportación,Incluye datos sobre la importación y exportación de la Nación.,Exportaciones Históricas por Continente,,http://tabulario.s3.amazonaws.com/Data/Ministerio%20de%20Comercio%20e%20Industrias/Data%20Comercial/Exportaciones%20Hist%C3%B3ricas%20por%20Continente%20-Table%201.csv
Mercado Extranjero,Ministerio de Comercio e Industrias,"csv, importaciones, comercio",Importación y Exportación,Incluye datos sobre la importación y exportación de la Nación.,Importaciones Históricas por Continente,,http://tabulario.s3.amazonaws.com/Data/Ministerio%20de%20Comercio%20e%20Industrias/Data%20Comercial/Importaciones%20Hist%C3%B3ricas%20por%20Continente-Table%201.csv
Electricidad,"Empresa de Transmisión Eléctrica, S.A.",electricidad,Estadística de Capacidad y Generación,Incluye datos de capacidad instalada y generación eléctrica.,"Capacidad Instalada en MW por año, entre 2001-2017",,http://tabulario.s3.amazonaws.com/Data/ETESA/Capacidad%20Instalada%20en%20MW%2C%20por%20a%C3%B1o%20(2001-2017).csv
