DATASET,DATASET,DATASET,DATASET,DATASET,RESOURCE,RESOURCE,RESOURCE
Group (Topics),Organization,Tags (comma-separated),Dataset Name,Dataset Description,Resource Name,Resource Description,Resource URL
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Encuestas Coordinada sobre Inversión de Cartera para ECIC,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Encuestas%20Coordinada%20sobre%20Inversi%C3%B3n%20de%20Cartera%20(ECIC).xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,EPM 2015,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/EPM%202015.pdf
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,EUT 2011,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/EUT%202011.pdf
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Form de alcohol rectificado,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Form%20de%20alcohol%20rectificado.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Form de harina de pescado,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Form%20de%20harina%20de%20pescado.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,formulario act financieras 2015,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/formulario%20%20act%20financieras%202015.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de transporte aéreo,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20%20de%20transporte%20%20a%C3%A9reo.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario ETRE en blanco 2013-14,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20%20ETRE%20en%20blanco%202013-14%20.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,FORMULARIO TRIMESTRAL COOP,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/FORMULARIO%20%20TRIMESTRAL%20COOP.XLS
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario A Construcción,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20A%20Construcci%C3%B3n.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario B Construcción,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20B%20Construcci%C3%B3n.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario Compañia de Transporte Internacional Aéreo Copa,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20Compa%C3%B1ia%20de%20Transporte%20Internacional%20A%C3%A9reo%20Copa.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario Compañias de Transporte Internacional Aéreo x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20Compa%C3%B1ias%20de%20Transporte%20Internacional%20A%C3%A9reo.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Agencias Navieras,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20%20Agencias%20Navieras.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicios Portuarios,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20%20Servicios%20Portuarios.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Accidente de Tráfico para 1,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Accidente%20de%20Tr%C3%A1fico%20(1).PDF
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Accidente de Tráfico para 2,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Accidente%20de%20Tr%C3%A1fico%20(2).PDF
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de bebidas alcoholicas,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20bebidas%20alcoholicas.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de bebidas gaseosas,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20bebidas%20gaseosas.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de camarones 2013 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20camarones%202013.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de cerveza,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20cerveza.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,formulario de cigarros y tabacos,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/formulario%20de%20cigarros%20y%20tabacos.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Firmas de abogados,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Firmas%20de%20abogados.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Inversión directa extranjera para el 2015 m,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Inversi%C3%B3n%20directa%20extranjera%20%20para%20el%202015.xlsm
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de larvaria camarones 2013 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20larvaria%20camarones%202013.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de los recaudos consulares e impuestos pagados por la marina mercante,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20los%20recaudos%20consulares%20e%20impuestos%20pagados%20por%20la%20marina%20mercante.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de peces 2013 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20peces%202013.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de permisos de Ocupación,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20permisos%20de%20Ocupaci%C3%B3n.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,formulario de sal,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/formulario%20de%20sal.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicio de Avituallamiento a Naves x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicio%20de%20Avituallamiento%20a%20Naves.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicio de Contabilidad,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicio%20de%20Contabilidad.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicio de Transporte terrestre de Pasajeros y de carga ,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicio%20de%20Transporte%20terrestre%20de%20Pasajeros%20y%20de%20carga..xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicios de Contrucciones externos x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicios%20de%20Contrucciones%20externos.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicios de Información y Comunicación x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicios%20de%20Informaci%C3%B3n%20y%20Comunicaci%C3%B3n.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicios de Mantenimiento y reparación de naves x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicios%20de%20Mantenimiento%20y%20reparaci%C3%B3n%20de%20naves.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Servicios Internacionales x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Servicios%20Internacionales.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de tomate,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20tomate.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario de Transporte de Postales y mensajería x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20de%20Transporte%20de%20Postales%20y%20mensajer%C3%ADa.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario Embajadas y Consulados,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20Embajadas%20y%20Consulados.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario IPC,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20IPC.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario Servicios de Asistencia Técnica Prestados por Instituciones Internacionales,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario%20Servicios%20de%20Asistencia%20T%C3%A9cnica%20Prestados%20por%20Instituciones%20Internacionales.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario Ciertos Materiales de Construcción x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario_Ciertos%20Materiales%20de%20Construcci%C3%B3n.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,"Formulario IPM para Industrial, Importación, Agropecuario x",,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario_IPM%20(Industrial%2C%20Importaci%C3%B3n%2C%20Agropecuario).xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Formulario IPP-IPM x,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Formulario_IPP-IPM.xlsx
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,FORMULARIOANUALCOOP,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/FORMULARIOANUALCOOP.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,formularios de agua embotellada,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/formularios%20de%20agua%20embotellada.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,formularios de malta,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/formularios%20de%20malta.xls
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Instrucciones para Llenar Formulario de Migración doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Instrucciones%20para%20Llenar%20Formulario%20de%20Migraci%C3%B3n.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Instrucciones para Llenar Formulario de Salud para 1 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Instrucciones%20para%20Llenar%20Formulario%20de%20Salud%20(1).doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Instrucciones para Llenar Formulario de Salud para 2 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Instrucciones%20para%20Llenar%20Formulario%20de%20Salud%20(2).doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Pesca Artesanal 2014 doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Pesca%20Artesanal%202014.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Reporte de Archivo Estadístico doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Reporte%20de%20Archivo%20Estad%C3%ADstico.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Reporte de Archivos Estadísticos doc,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Reporte%20de%20Archivos%20Estad%C3%ADsticos.doc
Formularios,Contraloría General de la República,formularios,Formularios Misceláneos,Incluye formularios diversos de la Contraloría General de la República.,Visio-Cuestionario de Turismo Interno 2014 version 3,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Compilaci%C3%B3n%20de%20Formularios%20de%20Encuesta%20de%20la%20Contralor%C3%ADa%20(2016)/Visio-Cuestionario%20de%20Turismo%20Interno%202014%20version%203.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2006,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informe%20del%20Contralor%20(2006).pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2006,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202006.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2007,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202007.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2008,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202008.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2012,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202012.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2013,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202013.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2014,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202014.pdf
Reportes Estadísticos,Contraloría General de la República,"informes, compilacion estadistica",Informes del Contralor,Incluye los informes del Contralor General de la República.,Informe del Contralor para 2015,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Informes%20del%20Contralor/Informe%20del%20Contralor%20de%202015.pdf
Turismo,Contraloría General de la República,turismo,Turismo,Incluye las estadística de turismo de la Contraloría General de la República.,Participación del Gasto Turístico en el PIB entre 2005-2006,,http://tabulario.s3.amazonaws.com/Data/Contralor%C3%ADa%20General%20de%20la%20Rep%C3%BAblica/Participaci%C3%B3n%20del%20Gasto%20Tur%C3%ADstico%20en%20el%20PIB%20(2005-2006).pdf
Control de Precios,Presidencia de la República,control de precios,Control de Precios,Incluye los elementos básicos que regulan el control de precios.,Decreto Ejecutivo 165 de Control de Precios para 2014,,http://tabulario.s3.amazonaws.com/Data/Presidencia%20de%20la%20Rep%C3%BAblica/Decreto%20Ejecutivo%20165%20de%20Control%20de%20Precios%20(2014).pdf
Discursos,Presidencia de la República,discursos,Discursos,Incluye los discursos de políticas públicas de los presidentes de la República.,Discurso de Toma de Posesión de Juan Carlos Varela para 2014,,http://tabulario.s3.amazonaws.com/Data/Presidencia%20de%20la%20Rep%C3%BAblica/Discurso%20de%20Toma%20de%20Posesi%C3%B3n%20de%20Juan%20Carlos%20Varela%20(2014).pdf
Control de Precios,Presidencia de la República,control de precios,Control de Precios,Incluye los elementos básicos que regulan el control de precios.,Listado de Control de Precios para 2014,,http://tabulario.s3.amazonaws.com/Data/Presidencia%20de%20la%20Rep%C3%BAblica/Listado%20de%20Control%20de%20Precios%20(2014).pdf
Demografía,Datos Generales de la República,"csv, demografia",Demografía,Incluyen los elementos demográficos de Panamá.,"Crecimiento de Uniones Legales, por área y lugar de residencia para 2011-2015",,http://tabulario.s3.amazonaws.com/Data/Datos%20Generales%20de%20la%20Rep%C3%BAblica/Demograf%C3%ADa/Crecimiento%20de%20Uniones%20Legales%2C%20por%20%C3%A1rea%20y%20lugar%20de%20residencia%20(2011-2015).csv
